Location,Updated,WaitTimeInSeconds
S-NS,2023-08-03T13:17:00,60
VF0,2023-08-03T13:17:00,67
VF1,2023-08-03T13:17:00,562
VF2,2023-08-03T13:17:00,95
VF3,2023-08-03T13:17:00,325
VF4,2023-08-03T13:17:00,60
VH3,2023-07-28T08:42:00,60
AF1,2023-08-03T13:30:00,830
AF2,2023-08-03T13:30:00,181
AF3,2023-08-03T13:30:00,137
AF4,2023-08-03T13:30:00,1375
EF-T,2023-08-03T13:30:00,274
GH-T,2023-08-03T13:29:00,185
NS-S,2023-08-03T13:30:00,411
S-NS,2023-08-03T13:30:00,240
VF0,2023-08-03T13:30:00,113
VF1,2023-08-03T13:30:00,458
VF2,2023-08-03T13:30:00,164
VF3,2023-08-03T13:30:00,159
VF4,2023-08-03T13:30:00,60
VH3,2023-07-28T08:42:00,60
AF1,2023-08-03T13:45:00,820
AF2,2023-08-03T13:45:00,511
AF3,2023-08-03T13:45:00,117
AF4,2023-08-03T13:45:00,1360
EF-T,2023-08-03T13:45:00,294
GH-T,2023-08-03T13:45:00,167
NS-S,2023-08-03T13:45:00,1798
S-NS,2023-08-03T13:45:00,884
VF0,2023-08-03T13:45:00,60
VF1,2023-08-03T13:45:00,342
VF2,2023-08-03T13:45:00,174
VF3,2023-08-03T13:45:00,250
VF4,2023-08-03T13:45:00,60
VH3,2023-07-28T08:42:00,60
AF1,2023-08-03T14:09:00,391
AF2,2023-08-03T14:09:00,60
AF3,2023-08-03T14:09:00,123
AF4,2023-08-03T14:09:00,4209
EF-T,2023-08-03T14:09:00,122
GH-T,2023-08-03T14:09:00,60
NS-S,2023-08-03T14:09:00,642
S-NS,2023-08-03T14:09:00,1850
VF0,2023-08-03T14:09:00,60
VF1,2023-08-03T14:09:00,307
VF2,2023-08-03T14:09:00,186
VF3,2023-08-03T14:09:00,220
VF4,2023-08-03T14:09:00,69
VH3,2023-07-28T08:42:00,60
AF1,2023-08-03T14:40:00,441
AF2,2023-08-03T14:39:00,60
AF3,2023-08-03T14:39:00,966
AF4,2023-08-03T14:40:00,1370
EF-T,2023-08-03T14:39:00,243
GH-T,2023-08-03T14:39:00,60
NS-S,2023-08-03T14:39:00,60
S-NS,2023-08-03T14:39:00,802
VF0,2023-08-03T14:39:00,110
VF1,2023-08-03T14:39:00,346
VF2,2023-08-03T14:40:00,159
VF3,2023-08-03T14:39:00,372
VF4,2023-08-03T14:39:00,60
VH3,2023-07-28T08:42:00,60
AF1,2023-08-03T14:56:00,1175
AF2,2023-08-03T14:56:00,1230
AF3,2023-08-03T14:56:00,1050
AF4,2023-08-03T14:56:00,1097
EF-T,2023-08-03T14:56:00,405
GH-T,2023-08-03T14:56:00,91
NS-S,2023-08-03T14:56:00,304
S-NS,2023-08-03T14:56:00,267
VF0,2023-08-03T14:56:00,60
VF1,2023-08-03T14:56:00,355
VF2,2023-08-03T14:56:00,149
VF3,2023-08-03T14:56:00,336
VF4,2023-08-03T14:56:00,60
VH3,2023-07-28T08:42:00,60
AF1,2023-08-03T15:10:00,293
AF2,2023-08-03T15:10:00,772
AF3,2023-08-03T15:10:00,1003
AF4,2023-08-03T15:10:00,1334
EF-T,2023-08-03T15:10:00,381
GH-T,2023-08-03T15:10:00,173
NS-S,2023-08-03T15:10:00,869
S-NS,2023-08-03T15:10:00,60
VF0,2023-08-03T15:10:00,67
VF1,2023-08-03T15:10:00,377
VF2,2023-08-03T15:10:00,214
VF3,2023-08-03T15:10:00,240
VF4,2023-08-03T15:10:00,60
VH3,2023-07-28T08:42:00,60
AF1,2023-08-03T15:28:00,250
AF2,2023-08-03T15:27:00,1116
AF3,2023-08-03T15:27:00,711
AF4,2023-08-03T15:28:00,1470
EF-T,2023-08-03T15:27:00,103
GH-T,2023-08-03T15:27:00,300
NS-S,2023-08-03T15:27:00,1381
S-NS,2023-08-03T15:28:00,249
VF0,2023-08-03T15:27:00,60
VF1,2023-08-03T15:27:00,483
VF2,2023-08-03T15:28:00,155
VF3,2023-08-03T15:27:00,477
VF4,2023-08-03T15:27:00,60
VH3,2023-07-28T08:42:00,60
AF1,2023-08-03T15:34:00,407
AF2,2023-08-03T15:34:00,750
AF3,2023-08-03T15:34:00,337
AF4,2023-08-03T15:34:00,1714
EF-T,2023-08-03T15:34:00,60
GH-T,2023-08-03T15:34:00,111
NS-S,2023-08-03T15:34:00,1293
S-NS,2023-08-03T15:34:00,186
VF0,2023-08-03T15:34:00,60
VF1,2023-08-03T15:34:00,426
VF2,2023-08-03T15:34:00,179
VF3,2023-08-03T15:34:00,230
VF4,2023-08-03T15:34:00,60
VH3,2023-07-28T08:42:00,60
AF1,2023-08-03T15:46:00,60
AF2,2023-08-03T15:46:00,403
AF3,2023-08-03T15:46:00,60
AF4,2023-08-03T15:46:00,1673
EF-T,2023-08-03T15:46:00,60
GH-T,2023-08-03T15:46:00,60
NS-S,2023-08-03T15:46:00,956
S-NS,2023-08-03T15:46:00,166
VF0,2023-08-03T15:45:00,60
VF1,2023-08-03T15:46:00,492
VF2,2023-08-03T15:46:00,175
VF3,2023-08-03T15:45:00,96
VF4,2023-08-03T15:45:00,131
VH3,2023-07-28T08:42:00,60
AF1,2023-08-03T16:01:00,83
AF2,2023-08-03T16:01:00,97
AF3,2023-08-03T16:01:00,60
AF4,2023-08-03T16:01:00,477
EF-T,2023-08-03T16:01:00,60
GH-T,2023-08-03T16:01:00,60
NS-S,2023-08-03T16:01:00,621
S-NS,2023-08-03T16:01:00,815
VF0,2023-08-03T16:01:00,200
VF1,2023-08-03T16:01:00,744
VF2,2023-08-03T16:01:00,104
VF3,2023-08-03T16:01:00,201
VF4,2023-08-03T16:01:00,350
VH3,2023-07-28T08:42:00,60
AF1,2023-08-03T16:23:00,1044
AF2,2023-08-03T16:23:00,1311
AF3,2023-08-03T16:23:00,97
AF4,2023-08-03T16:23:00,60
EF-T,2023-08-03T16:23:00,60
GH-T,2023-08-03T16:23:00,60
NS-S,2023-08-03T16:23:00,613
S-NS,2023-08-03T16:23:00,797
VF0,2023-08-03T16:23:00,60
VF1,2023-08-03T16:23:00,559
VF2,2023-08-03T16:23:00,60
VF3,2023-08-03T16:23:00,185
VF4,2023-08-03T16:23:00,366
VH3,2023-07-28T08:42:00,60
AF1,2023-08-03T16:30:00,1124
AF2,2023-08-03T16:30:00,812
AF3,2023-08-03T16:30:00,60
AF4,2023-08-03T16:30:00,60
EF-T,2023-08-03T16:30:00,60
GH-T,2023-08-03T16:30:00,60
NS-S,2023-08-03T16:30:00,538
S-NS,2023-08-03T16:30:00,701
VF0,2023-08-03T16:30:00,111
VF1,2023-08-03T16:30:00,581
VF2,2023-08-03T16:30:00,338
VF3,2023-08-03T16:30:00,142
VF4,2023-08-03T16:30:00,367
VH3,2023-07-28T08:42:00,60
AF1,2023-08-03T16:45:00,985
AF2,2023-08-03T16:45:00,286
AF3,2023-08-03T16:45:00,264
AF4,2023-08-03T16:45:00,1038
EF-T,2023-08-03T16:45:00,487
GH-T,2023-08-03T16:45:00,60
NS-S,2023-08-03T16:45:00,93
S-NS,2023-08-03T16:45:00,305
VF0,2023-08-03T16:45:00,60
VF1,2023-08-03T16:45:00,688
VF2,2023-08-03T16:45:00,240
VF3,2023-08-03T16:45:00,288
VF4,2023-08-03T16:45:00,212
VH3,2023-07-28T08:42:00,60
AF1,2023-08-03T17:02:00,394
AF2,2023-08-03T17:02:00,1749
AF3,2023-08-03T17:02:00,548
AF4,2023-08-03T17:02:00,396
EF-T,2023-08-03T17:02:00,60
GH-T,2023-08-03T17:02:00,60
NS-S,2023-08-03T17:02:00,60
S-NS,2023-08-03T17:02:00,95
VF0,2023-08-03T17:02:00,60
VF1,2023-08-03T17:02:00,541
VF2,2023-08-03T17:02:00,320
VF3,2023-08-03T17:02:00,353
VF4,2023-08-03T17:02:00,114
VH3,2023-07-28T08:42:00,60
AF1,2023-08-03T17:21:00,60
AF2,2023-08-03T17:21:00,485
AF3,2023-08-03T17:20:00,1193
AF4,2023-08-03T17:21:00,60
EF-T,2023-08-03T17:21:00,60
GH-T,2023-08-03T17:20:00,60
NS-S,2023-08-03T17:21:00,60
S-NS,2023-08-03T17:21:00,229
VF0,2023-08-03T17:21:00,60
VF1,2023-08-03T17:21:00,409
VF2,2023-08-03T17:21:00,284
VF3,2023-08-03T17:21:00,190
VF4,2023-08-03T17:21:00,60
VH3,2023-07-28T08:42:00,60
AF1,2023-08-03T17:30:00,60
AF2,2023-08-03T17:30:00,1069
AF3,2023-08-03T17:30:00,365
AF4,2023-08-03T17:31:00,60
EF-T,2023-08-03T17:30:00,548
GH-T,2023-08-03T17:30:00,60
NS-S,2023-08-03T17:30:00,116
S-NS,2023-08-03T17:30:00,91
VF0,2023-08-03T17:30:00,60
VF1,2023-08-03T17:30:00,398
VF2,2023-08-03T17:30:00,175
VF3,2023-08-03T17:30:00,197
VF4,2023-08-03T17:30:00,60
VH3,2023-07-28T08:42:00,60
AF1,2023-08-03T17:45:00,519
AF2,2023-08-03T17:45:00,779
AF3,2023-08-03T17:45:00,425
AF4,2023-08-03T17:45:00,60
EF-T,2023-08-03T17:45:00,202
GH-T,2023-08-03T17:45:00,60
NS-S,2023-08-03T17:45:00,502
S-NS,2023-08-03T17:45:00,60
VF0,2023-08-03T17:45:00,60
VF1,2023-08-03T17:45:00,473
VF2,2023-08-03T17:45:00,191
VF3,2023-08-03T17:45:00,215
VF4,2023-08-03T17:45:00,60
VH3,2023-07-28T08:42:00,60
AF1,2023-08-03T18:01:00,60
AF2,2023-08-03T18:00:00,263
AF3,2023-08-03T18:01:00,95
AF4,2023-08-03T18:01:00,60
EF-T,2023-08-03T18:01:00,60
GH-T,2023-08-03T18:01:00,60
NS-S,2023-08-03T18:01:00,1025
S-NS,2023-08-03T18:01:00,80
VF0,2023-08-03T18:01:00,60
VF1,2023-08-03T18:00:00,433
VF2,2023-08-03T18:01:00,222
VF3,2023-08-03T18:00:00,354
VF4,2023-08-03T18:00:00,60
VH3,2023-07-28T08:42:00,60
AF1,2023-08-03T18:24:00,60
AF2,2023-08-03T18:24:00,60
AF3,2023-08-03T18:24:00,1323
AF4,2023-08-03T18:24:00,60
EF-T,2023-08-03T18:24:00,60
GH-T,2023-08-03T18:24:00,60
NS-S,2023-08-03T18:24:00,607
S-NS,2023-08-03T18:24:00,119
VF0,2023-08-03T18:24:00,142
VF1,2023-08-03T18:24:00,584
VF2,2023-08-03T18:24:00,515
VF3,2023-08-03T18:24:00,536
VF4,2023-08-03T18:24:00,132
VH3,2023-07-28T08:42:00,60
AF1,2023-08-03T18:32:00,60
AF2,2023-08-03T18:32:00,60
AF3,2023-08-03T18:32:00,641
AF4,2023-08-03T18:32:00,300
EF-T,2023-08-03T18:32:00,60
GH-T,2023-08-03T18:32:00,75
NS-S,2023-08-03T18:32:00,557
S-NS,2023-08-03T18:32:00,60
VF0,2023-08-03T18:32:00,116
VF1,2023-08-03T18:32:00,647
VF2,2023-08-03T18:32:00,334
VF3,2023-08-03T18:32:00,364
VF4,2023-08-03T18:32:00,239
VH3,2023-07-28T08:42:00,60
AF1,2023-08-03T18:45:00,60
AF2,2023-08-03T18:45:00,60
AF3,2023-08-03T18:45:00,128
AF4,2023-08-03T18:45:00,967
EF-T,2023-08-03T18:45:00,80
GH-T,2023-08-03T18:45:00,60
NS-S,2023-08-03T18:45:00,424
S-NS,2023-08-03T18:45:00,134
VF0,2023-08-03T18:45:00,60
VF1,2023-08-03T18:45:00,609
VF2,2023-08-03T18:45:00,344
VF3,2023-08-03T18:45:00,505
VF4,2023-08-03T18:45:00,177
VH3,2023-07-28T08:42:00,60
AF1,2023-08-03T19:01:00,638
AF2,2023-08-03T19:01:00,60
AF3,2023-08-03T19:01:00,60
AF4,2023-08-03T19:01:00,282
EF-T,2023-08-03T19:01:00,89
GH-T,2023-08-03T19:01:00,60
NS-S,2023-08-03T19:01:00,581
S-NS,2023-08-03T19:01:00,150
VF0,2023-08-03T19:01:00,77
VF1,2023-08-03T19:01:00,564
VF2,2023-08-03T19:01:00,284
VF3,2023-08-03T19:01:00,677
VF4,2023-08-03T19:00:00,443
VH3,2023-07-28T08:42:00,60
AF1,2023-08-03T19:20:00,369
AF2,2023-08-03T19:20:00,310
AF3,2023-08-03T19:20:00,306
AF4,2023-08-03T19:21:00,1365
EF-T,2023-08-03T19:20:00,322
GH-T,2023-08-03T19:20:00,60
NS-S,2023-08-03T19:20:00,446
S-NS,2023-08-03T19:20:00,74
VF0,2023-08-03T19:20:00,60
VF1,2023-08-03T19:20:00,311
VF2,2023-08-03T19:20:00,535
VF3,2023-08-03T19:20:00,139
VF4,2023-08-03T19:20:00,276
VH3,2023-07-28T08:42:00,60
AF1,2023-08-03T19:30:00,138
AF2,2023-08-03T19:30:00,397
AF3,2023-08-03T19:30:00,344
AF4,2023-08-03T19:30:00,292
EF-T,2023-08-03T19:30:00,358
GH-T,2023-08-03T19:30:00,60
NS-S,2023-08-03T19:30:00,568
S-NS,2023-08-03T19:30:00,107
VF0,2023-08-03T19:30:00,60
VF1,2023-08-03T19:30:00,193
VF2,2023-08-03T19:30:00,222
VF3,2023-08-03T19:30:00,353
VF4,2023-08-03T19:30:00,170
VH3,2023-07-28T08:42:00,60
AF1,2023-08-03T19:45:00,60
AF2,2023-08-03T19:45:00,943
AF3,2023-08-03T19:45:00,688
AF4,2023-08-03T19:45:00,60
EF-T,2023-08-03T19:45:00,60
GH-T,2023-08-03T19:45:00,60
NS-S,2023-08-03T19:45:00,593
S-NS,2023-08-03T19:45:00,178
VF0,2023-08-03T19:45:00,60
VF1,2023-08-03T19:45:00,310
VF2,2023-08-03T19:45:00,166
VF3,2023-08-03T19:45:00,250
VF4,2023-08-03T19:45:00,235
VH3,2023-07-28T08:42:00,60
AF1,2023-08-03T20:05:00,407
AF2,2023-08-03T20:05:00,368
AF3,2023-08-03T20:05:00,421
AF4,2023-08-03T20:05:00,60
EF-T,2023-08-03T20:05:00,60
GH-T,2023-08-03T20:05:00,60
NS-S,2023-08-03T20:05:00,701
S-NS,2023-08-03T20:05:00,85
VF0,2023-08-03T20:05:00,60
VF1,2023-08-03T20:05:00,425
VF2,2023-08-03T20:05:00,189
VF3,2023-08-03T20:05:00,160
VF4,2023-08-03T20:05:00,230
VH3,2023-07-28T08:42:00,60
AF1,2023-08-03T20:24:00,1214
AF2,2023-08-03T20:24:00,634
AF3,2023-08-03T20:24:00,60
AF4,2023-08-03T20:24:00,251
EF-T,2023-08-03T20:24:00,150
GH-T,2023-08-03T20:24:00,150
NS-S,2023-08-03T20:24:00,667
S-NS,2023-08-03T20:24:00,186
VF0,2023-08-03T20:24:00,60
VF1,2023-08-03T20:24:00,349
VF2,2023-08-03T20:24:00,109
VF3,2023-08-03T20:24:00,114
VF4,2023-08-03T20:24:00,178
VH3,2023-07-28T08:42:00,60
AF1,2023-08-03T20:30:00,1054
AF2,2023-08-03T20:30:00,869
AF3,2023-08-03T20:30:00,60
AF4,2023-08-03T20:30:00,720
EF-T,2023-08-03T20:30:00,60
GH-T,2023-08-03T20:30:00,60
NS-S,2023-08-03T20:30:00,376
S-NS,2023-08-03T20:30:00,60
VF0,2023-08-03T20:30:00,60
VF1,2023-08-03T20:30:00,329
VF2,2023-08-03T20:30:00,60
VF3,2023-08-03T20:30:00,123
VF4,2023-08-03T20:30:00,123
VH3,2023-07-28T08:42:00,60
AF1,2023-08-03T20:45:00,80
AF2,2023-08-03T20:45:00,195
AF3,2023-08-03T20:45:00,60
AF4,2023-08-03T20:45:00,78
EF-T,2023-08-03T20:45:00,60
GH-T,2023-08-03T20:45:00,60
NS-S,2023-08-03T20:45:00,60
S-NS,2023-08-03T20:45:00,133
VF0,2023-08-03T20:45:00,60
VF1,2023-08-03T20:45:00,273
VF2,2023-08-03T20:45:00,83
VF3,2023-08-03T20:45:00,144
VF4,2023-08-03T20:45:00,122
VH3,2023-07-28T08:42:00,60
AF1,2023-08-03T21:01:00,60
AF2,2023-08-03T21:01:00,187
AF3,2023-08-03T21:01:00,60
AF4,2023-08-03T21:01:00,60
EF-T,2023-08-03T21:01:00,60
GH-T,2023-08-03T21:01:00,60
NS-S,2023-08-03T21:01:00,60
S-NS,2023-08-03T21:01:00,60
VF0,2023-08-03T21:01:00,60
VF1,2023-08-03T21:01:00,355
VF2,2023-08-03T21:01:00,77
VF3,2023-08-03T21:01:00,60
VF4,2023-08-03T21:01:00,60
VH3,2023-07-28T08:42:00,60
AF1,2023-08-03T21:15:00,60
AF2,2023-08-03T21:15:00,584
AF3,2023-08-03T21:15:00,60
AF4,2023-08-03T21:15:00,487
EF-T,2023-08-03T21:15:00,60
GH-T,2023-08-03T21:15:00,60
NS-S,2023-08-03T21:15:00,60
S-NS,2023-08-03T21:15:00,116
VF0,2023-08-03T21:15:00,60
VF1,2023-08-03T21:15:00,329
VF2,2023-08-03T21:15:00,60
VF3,2023-08-03T21:15:00,60
VF4,2023-08-03T21:15:00,60
VH3,2023-07-28T08:42:00,60
AF1,2023-08-03T21:30:00,60
AF2,2023-08-03T21:30:00,60
AF3,2023-08-03T21:30:00,60
AF4,2023-08-03T21:31:00,60
EF-T,2023-08-03T21:30:00,60
GH-T,2023-08-03T21:30:00,60
NS-S,2023-08-03T21:30:00,210
S-NS,2023-08-03T21:30:00,60
VF0,2023-08-03T21:30:00,60
VF1,2023-08-03T21:30:00,210
VF2,2023-08-03T21:30:00,60
VF3,2023-08-03T21:30:00,87
VF4,2023-08-03T21:30:00,60
VH3,2023-07-28T08:42:00,60
AF1,2023-08-03T21:45:00,60
AF2,2023-08-03T21:45:00,176
AF3,2023-08-03T21:45:00,60
AF4,2023-08-03T21:45:00,398
EF-T,2023-08-03T21:45:00,60
GH-T,2023-08-03T21:45:00,60
NS-S,2023-08-03T21:45:00,110
S-NS,2023-08-03T21:45:00,60
VF0,2023-08-03T21:45:00,60
VF1,2023-08-03T21:45:00,181
VF2,2023-08-03T21:45:00,60
VF3,2023-08-03T21:45:00,60
VF4,2023-08-03T21:45:00,60
VH3,2023-07-28T08:42:00,60
AF1,2023-08-03T22:01:00,60
AF2,2023-08-03T22:01:00,278
AF3,2023-08-03T22:01:00,66
AF4,2023-08-03T22:01:00,60
EF-T,2023-08-03T22:01:00,60
GH-T,2023-08-03T22:01:00,60
NS-S,2023-08-03T22:01:00,60
S-NS,2023-08-03T22:01:00,60
VF0,2023-08-03T22:01:00,60
VF1,2023-08-03T22:01:00,157
VF2,2023-08-03T22:01:00,60
VF3,2023-08-03T22:01:00,102
VF4,2023-08-03T22:01:00,0
VH3,2023-07-28T08:42:00,60
AF1,2023-08-03T22:20:00,60
AF2,2023-08-03T22:20:00,548
AF3,2023-08-03T22:20:00,71
AF4,2023-08-03T22:20:00,232
EF-T,2023-08-03T22:20:00,60
GH-T,2023-08-03T22:20:00,60
NS-S,2023-08-03T22:20:00,60
S-NS,2023-08-03T22:20:00,60
VF0,2023-08-03T22:20:00,60
VF1,2023-08-03T22:20:00,192
VF2,2023-08-03T22:20:00,60
VF3,2023-08-03T22:20:00,60
VF4,2023-08-03T22:20:00,60
VH3,2023-07-28T08:42:00,60
AF1,2023-08-03T22:30:00,60
AF2,2023-08-03T22:30:00,831
AF3,2023-08-03T22:30:00,60
AF4,2023-08-03T22:30:00,60
EF-T,2023-08-03T22:30:00,60
GH-T,2023-08-03T22:30:00,60
NS-S,2023-08-03T22:30:00,60
S-NS,2023-08-03T22:30:00,60
VF0,2023-08-03T22:30:00,60
VF1,2023-08-03T22:30:00,174
VF2,2023-08-03T22:30:00,60
VF3,2023-08-03T22:30:00,60
VF4,2023-08-03T22:30:00,60
VH3,2023-07-28T08:42:00,60
AF1,2023-08-03T22:45:00,60
AF2,2023-08-03T22:45:00,604
AF3,2023-08-03T22:45:00,60
AF4,2023-08-03T22:45:00,105
EF-T,2023-08-03T22:45:00,60
GH-T,2023-08-03T22:45:00,60
NS-S,2023-08-03T22:45:00,758
S-NS,2023-08-03T22:45:00,60
VF0,2023-08-03T22:45:00,60
VF1,2023-08-03T22:45:00,148
VF2,2023-08-03T22:45:00,60
VF3,2023-08-03T22:45:00,60
VF4,2023-08-03T22:45:00,60
VH3,2023-07-28T08:42:00,60
AF1,2023-08-03T23:01:00,60
AF2,2023-08-03T23:01:00,531
AF3,2023-08-03T23:01:00,60
AF4,2023-08-03T23:01:00,60
EF-T,2023-08-03T23:01:00,60
GH-T,2023-08-03T23:01:00,60
NS-S,2023-08-03T23:01:00,60
S-NS,2023-08-03T23:01:00,60
VF0,2023-08-03T23:01:00,60
VF1,2023-08-03T23:01:00,138
VF2,2023-08-03T23:01:00,60
VF3,2023-08-03T23:01:00,60
VF4,2023-08-03T23:01:00,0
VH3,2023-07-28T08:42:00,60
AF1,2023-08-03T23:17:00,60
AF2,2023-08-03T23:17:00,192
AF3,2023-08-03T23:17:00,60
AF4,2023-08-03T23:17:00,60
EF-T,2023-08-03T23:17:00,60
GH-T,2023-08-03T23:17:00,60
NS-S,2023-08-03T23:17:00,60
S-NS,2023-08-03T23:17:00,60
VF0,2023-08-03T23:17:00,60
VF1,2023-08-03T23:17:00,209
VF2,2023-08-03T23:17:00,60
VF3,2023-08-03T23:17:00,60
VF4,2023-08-03T23:17:00,60
VH3,2023-07-28T08:42:00,60
AF1,2023-08-03T23:31:00,60
AF2,2023-08-03T23:31:00,66
AF3,2023-08-03T23:31:00,60
AF4,2023-08-03T23:31:00,60
EF-T,2023-08-03T23:31:00,60
GH-T,2023-08-03T23:31:00,60
NS-S,2023-08-03T23:31:00,60
S-NS,2023-08-03T23:31:00,60
VF0,2023-08-03T23:31:00,60
VF1,2023-08-03T23:31:00,196
VF2,2023-08-03T23:31:00,60
VF3,2023-08-03T23:31:00,60
VF4,2023-08-03T23:31:00,60
VH3,2023-07-28T08:42:00,60
AF1,2023-08-03T23:45:00,60
AF2,2023-08-03T23:45:00,685
AF3,2023-08-03T23:45:00,60
AF4,2023-08-03T23:45:00,60
EF-T,2023-08-03T23:45:00,60
GH-T,2023-08-03T23:45:00,60
NS-S,2023-08-03T23:45:00,60
S-NS,2023-08-03T23:45:00,60
VF0,2023-08-03T23:45:00,60
VF1,2023-08-03T23:45:00,154
VF2,2023-08-03T23:45:00,60
VF3,2023-08-03T23:45:00,60
VF4,2023-08-03T23:45:00,60
VH3,2023-07-28T08:42:00,60
AF1,2023-08-04T00:01:00,60
AF2,2023-08-04T00:01:00,60
AF3,2023-08-04T00:01:00,60
AF4,2023-08-04T00:01:00,60
EF-T,2023-08-04T00:01:00,60
GH-T,2023-08-04T00:01:00,60
NS-S,2023-08-04T00:01:00,60
S-NS,2023-08-04T00:01:00,60
VF0,2023-08-04T00:01:00,0
VF1,2023-08-04T00:01:00,0
VF2,2023-08-04T00:01:00,60
VF3,2023-08-04T00:01:00,0
VF4,2023-08-04T00:01:00,0
VH3,2023-07-28T08:42:00,60
AF1,2023-08-04T00:22:00,60
AF2,2023-08-04T00:22:00,60
AF3,2023-08-04T00:22:00,60
AF4,2023-08-04T00:22:00,60
EF-T,2023-08-04T00:22:00,60
GH-T,2023-08-04T00:22:00,60
NS-S,2023-08-04T00:22:00,60
S-NS,2023-08-04T00:22:00,60
VF0,2023-08-04T00:22:00,60
VF1,2023-08-04T00:22:00,158
VF2,2023-08-04T00:22:00,60
VF3,2023-08-04T00:22:00,60
VF4,2023-08-04T00:22:00,60
VH3,2023-07-28T08:42:00,60
AF1,2023-08-04T00:30:00,60
AF2,2023-08-04T00:30:00,273
AF3,2023-08-04T00:30:00,60
AF4,2023-08-04T00:30:00,60
EF-T,2023-08-04T00:30:00,60
GH-T,2023-08-04T00:30:00,60
NS-S,2023-08-04T00:30:00,91
S-NS,2023-08-04T00:30:00,60
VF0,2023-08-04T00:30:00,60
VF1,2023-08-04T00:30:00,123
VF2,2023-08-04T00:30:00,60
VF3,2023-08-04T00:30:00,60
VF4,2023-08-04T00:30:00,60
VH3,2023-07-28T08:42:00,60
AF1,2023-08-04T00:45:00,60
AF2,2023-08-04T00:45:00,468
AF3,2023-08-04T00:45:00,60
AF4,2023-08-04T00:45:00,869
EF-T,2023-08-04T00:45:00,60
GH-T,2023-08-04T00:45:00,60
NS-S,2023-08-04T00:45:00,81
S-NS,2023-08-04T00:45:00,60
VF0,2023-08-04T00:45:00,60
VF1,2023-08-04T00:45:00,100
VF2,2023-08-04T00:45:00,60
VF3,2023-08-04T00:45:00,60
VF4,2023-08-04T00:45:00,60
VH3,2023-07-28T08:42:00,60
AF1,2023-08-04T01:02:00,0
AF2,2023-08-04T01:02:00,158
AF3,2023-08-04T01:02:00,60
AF4,2023-08-04T01:02:00,0
EF-T,2023-08-04T01:02:00,60
GH-T,2023-08-04T00:59:00,60
NS-S,2023-08-04T01:01:00,0
S-NS,2023-08-04T01:02:00,60
VF0,2023-08-04T01:01:00,0
VF1,2023-08-04T00:59:00,115
VF2,2023-08-04T01:02:00,0
VF3,2023-08-04T00:59:00,60
VF4,2023-08-04T00:59:00,60
VH3,2023-07-28T08:42:00,60
AF1,2023-08-04T01:19:00,60
AF2,2023-08-04T01:18:00,538
AF3,2023-08-04T01:19:00,60
AF4,2023-08-04T01:19:00,60
EF-T,2023-08-04T01:19:00,60
GH-T,2023-08-04T01:18:00,60
NS-S,2023-08-04T01:18:00,93
S-NS,2023-08-04T01:19:00,60
VF0,2023-08-04T01:18:00,60
VF1,2023-08-04T01:18:00,60
VF2,2023-08-04T01:19:00,60
VF3,2023-08-04T01:18:00,60
VF4,2023-08-04T01:18:00,60
VH3,2023-07-28T08:42:00,60
AF1,2023-08-04T01:30:00,60
AF2,2023-08-04T01:30:00,265
AF3,2023-08-04T01:30:00,60
AF4,2023-08-04T01:30:00,60
EF-T,2023-08-04T01:30:00,60
GH-T,2023-08-04T01:30:00,60
NS-S,2023-08-04T01:30:00,60
S-NS,2023-08-04T01:30:00,60
VF0,2023-08-04T01:30:00,60
VF1,2023-08-04T01:30:00,60
VF2,2023-08-04T01:30:00,60
VF3,2023-08-04T01:30:00,60
VF4,2023-08-04T01:30:00,60
VH3,2023-07-28T08:42:00,60
AF1,2023-08-04T01:45:00,60
AF2,2023-08-04T01:44:00,99
AF3,2023-08-04T01:45:00,60
AF4,2023-08-04T01:45:00,60
EF-T,2023-08-04T01:45:00,60
GH-T,2023-08-04T01:44:00,60
NS-S,2023-08-04T01:45:00,60
S-NS,2023-08-04T01:45:00,86
VF0,2023-08-04T01:44:00,60
VF1,2023-08-04T01:44:00,66
VF2,2023-08-04T01:45:00,60
VF3,2023-08-04T01:44:00,85
VF4,2023-08-04T01:44:00,60
VH3,2023-07-28T08:42:00,60
AF1,2023-08-04T02:33:00,60
AF2,2023-08-04T02:32:00,60
AF3,2023-08-04T02:33:00,60
AF4,2023-08-04T02:33:00,341
EF-T,2023-08-04T02:33:00,60
GH-T,2023-08-04T02:32:00,60
NS-S,2023-08-04T02:33:00,60
S-NS,2023-08-04T02:32:00,60
VF0,2023-08-04T02:32:00,60
VF1,2023-08-04T02:32:00,115
VF2,2023-08-04T02:33:00,60
VF3,2023-08-04T02:32:00,60
VF4,2023-08-04T02:32:00,60
VH3,2023-07-28T08:42:00,60
AF1,2023-08-04T03:46:00,60
AF2,2023-08-04T03:46:00,60
AF3,2023-08-04T03:46:00,60
AF4,2023-08-04T03:46:00,60
EF-T,2023-08-04T03:46:00,60
GH-T,2023-08-04T03:46:00,60
NS-S,2023-08-04T03:46:00,60
S-NS,2023-08-04T03:46:00,131
VF0,2023-08-04T03:46:00,60
VF1,2023-08-04T03:46:00,177
VF2,2023-08-04T03:46:00,60
VF3,2023-08-04T03:46:00,60
VF4,2023-08-04T03:46:00,60
VH3,2023-07-28T08:42:00,60
AF1,2023-08-04T04:21:00,60
AF2,2023-08-04T04:21:00,60
